INDEX	Population for C-CURVE	Population for Z-CURVE
000		7		7
001		6		6
002		9		8
003		4		9
004		5		9
005		9		4
006		5		5
007		9		10
008		7		6
009		10		11
010		3		6
011		8		9
012		8		8
013		6		10
014		12		9
015		8		14
016		8		5
017		9		9
018		5		5
019		10		4
020		5		5
021		4		9
022		10		10
023		7		7
024		9		9
025		4		4
026		11		4
027		5		9
028		7		10
029		11		7
030		7		7
031		11		5
032		6		12
033		11		6
034		8		6
035		10		9
036		9		7
037		4		13
038		10		9
039		7		10
040		3		3
041		5		10
042		7		6
043		6		4
044		4		8
045		7		6
046		9		4
047		12		6
048		6		9
049		9		8
050		9		6
051		14		6
052		4		7
053		9		8
054		7		13
055		5		8
056		12		12
057		6		7
058		8		5
059		12		6
060		6		10
061		12		11
062		5		2
063		7		10
064		12		7
065		6		10
066		7		9
067		13		4
068		9		3
069		8		8
070		7		11
071		8		5
072		9		3
073		4		5
074		3		12
075		7		6
076		11		7
077		10		6
078		9		8
079		12		12
080		6		8
081		9		6
082		9		7
083		10		11
084		6		12
085		6		8
086		13		7
087		8		11
088		9		4
089		10		7
090		11		6
091		11		12
092		11		9
093		10		12
094		9		5
095		10		7
096		3		9
097		10		4
098		8		9
099		6		10
100		12		3
101		7		7
102		10		11
103		11		11
104		8		8
105		6		6
106		7		4
107		10		12
108		7		7
109		9		10
110		7		8
111		3		8
112		6		11
113		4		10
114		4		11
115		6		10
116		5		9
117		6		12
118		2		9
119		10		10
120		4		7
121		12		9
122		8		9
123		8		11
124		9		7
125		11		3
126		11		11
127		4		4
128		14		14
129		14		14
130		7		5
131		6		6
132		10		7
133		11		6
134		7		12
135		9		5
136		8		12
137		8		10
138		6		9
139		11		8
140		10		8
141		5		6
142		6		5
143		6		6
144		5		10
145		6		11
146		12		8
147		5		10
148		8		7
149		10		9
150		10		10
151		4		4
152		8		6
153		9		12
154		3		2
155		8		7
156		6		11
157		11		4
158		5		7
159		7		6
160		12		8
161		10		7
162		8		6
163		6		7
164		6		5
165		12		6
166		11		7
167		4		6
168		9		6
169		8		6
170		8		15
171		13		6
172		10		4
173		8		12
174		6		9
175		9		9
176		9		5
177		8		5
178		5		6
179		6		7
180		2		10
181		7		9
182		7		6
183		6		10
184		4		3
185		5		9
186		10		8
187		6		8
188		5		15
189		9		6
190		12		8
191		10		6
192		8		8
193		7		8
194		5		8
195		6		9
196		5		6
197		5		11
198		10		3
199		9		8
200		8		9
201		8		8
202		9		4
203		14		5
204		6		8
205		3		13
206		6		10
207		8		6
208		6		10
209		7		5
210		7		6
211		6		11
212		6		6
213		7		6
214		6		5
215		10		7
216		9		10
217		12		8
218		5		5
219		8		9
220		8		6
221		10		9
222		5		12
223		7		10
224		6		8
225		6		8
226		4		9
227		12		12
228		3		9
229		9		14
230		15		5
231		6		8
232		9		9
233		10		10
234		7		7
235		5		5
236		9		7
237		4		5
238		10		8
239		3		9
240		15		6
241		6		3
242		9		8
243		9		10
244		8		6
245		8		8
246		8		5
247		6		7
248		7		9
249		5		4
250		8		13
251		9		11
252		13		10
253		11		3
254		10		10
255		3		3
