INDEX	Population for C-CURVE	Population for Z-CURVE
000		7		7
001		10		10
002		4		11
003		5		7
004		9		4
005		11		5
006		10		6
007		9		12
008		6		5
009		11		4
010		9		11
011		6		13
012		5		13
013		9		9
014		7		12
015		11		7
016		11		9
017		7		11
018		6		9
019		12		8
020		9		10
021		8		9
022		10		10
023		6		6
024		11		7
025		11		6
026		7		6
027		11		7
028		10		7
029		4		9
030		9		13
031		5		5
032		5		6
033		4		13
034		13		4
035		9		15
036		7		7
037		6		9
038		7		8
039		9		7
040		5		9
041		6		10
042		8		7
043		5		7
044		10		7
045		9		7
046		13		9
047		1		6
048		11		13
049		13		6
050		12		7
051		7		10
052		6		5
053		7		3
054		13		7
055		5		4
056		6		7
057		13		8
058		4		14
059		11		5
060		12		11
061		7		6
062		13		9
063		5		3
064		6		6
065		13		11
066		7		11
067		9		11
068		13		9
069		6		6
070		5		7
071		3		11
072		7		5
073		7		6
074		13		6
075		6		13
076		12		8
077		10		5
078		11		4
079		8		11
080		4		5
081		15		9
082		8		10
083		7		4
084		7		7
085		10		11
086		7		9
087		4		5
088		9		10
089		8		9
090		3		12
091		11		7
092		8		13
093		10		1
094		11		13
095		6		5
096		9		7
097		10		7
098		7		9
099		7		8
100		7		13
101		8		6
102		11		3
103		6		11
104		8		8
105		9		9
106		6		2
107		6		10
108		7		6
109		2		6
110		8		4
111		9		12
112		7		12
113		7		10
114		9		8
115		6		10
116		14		11
117		5		8
118		9		11
119		3		6
120		2		7
121		10		2
122		4		11
123		12		11
124		11		8
125		11		9
126		6		6
127		9		9
128		10		10
129		2		2
130		4		6
131		6		12
132		5		4
133		8		6
134		6		14
135		8		6
136		9		6
137		7		9
138		9		7
139		8		6
140		11		6
141		6		13
142		5		10
143		5		4
144		6		5
145		12		8
146		14		3
147		6		9
148		3		6
149		9		8
150		10		10
151		10		10
152		8		4
153		4		4
154		8		4
155		8		2
156		10		7
157		10		9
158		9		10
159		6		11
160		6		6
161		9		11
162		6		13
163		13		7
164		4		2
165		4		7
166		7		7
167		9		10
168		7		5
169		9		10
170		7		8
171		9		8
172		11		8
173		11		5
174		8		10
175		9		6
176		7		7
177		6		8
178		10		5
179		4		8
180		4		8
181		2		4
182		10		9
183		11		7
184		10		5
185		3		7
186		1		9
187		12		5
188		8		8
189		13		7
190		12		8
191		4		6
192		6		9
193		11		7
194		2		8
195		7		4
196		7		9
197		8		8
198		8		8
199		4		8
200		10		7
201		5		9
202		6		10
203		10		3
204		7		7
205		11		9
206		2		1
207		11		12
208		13		11
209		7		6
210		7		10
211		10		10
212		5		5
213		8		5
214		9		9
215		7		6
216		8		11
217		6		11
218		9		8
219		9		13
220		10		8
221		13		9
222		4		12
223		4		4
224		5		10
225		10		5
226		8		8
227		5		6
228		5		6
229		7		10
230		8		9
231		7		9
232		10		10
233		5		5
234		5		9
235		5		9
236		5		5
237		3		5
238		5		9
239		10		11
240		8		7
241		8		11
242		10		10
243		6		13
244		9		2
245		5		11
246		8		4
247		6		4
248		9		5
249		9		3
250		9		9
251		11		7
252		9		5
253		7		10
254		7		7
255		7		7
