INDEX	Population for C-CURVE	Population for Z-CURVE
000		7		7
001		6		6
002		7		6
003		9		5
004		13		7
005		7		9
006		9		8
007		7		5
008		5		11
009		8		8
010		9		9
011		12		11
012		9		9
013		6		12
014		4		10
015		9		7
016		6		13
017		5		7
018		8		10
019		5		7
020		10		9
021		7		7
022		14		14
023		7		7
024		14		12
025		9		6
026		14		3
027		7		9
028		3		5
029		5		5
030		9		7
031		9		9
032		11		1
033		8		8
034		9		7
035		12		8
036		12		4
037		6		12
038		5		8
039		5		4
040		9		8
041		11		7
042		8		12
043		7		3
044		5		9
045		5		6
046		10		4
047		10		6
048		9		7
049		11		14
050		10		10
051		7		8
052		3		5
053		9		11
054		7		1
055		9		6
056		12		5
057		7		7
058		3		6
059		6		12
060		8		5
061		7		9
062		8		9
063		9		7
064		1		5
065		8		8
066		4		14
067		12		9
068		7		9
069		14		12
070		5		14
071		11		7
072		3		9
073		6		11
074		8		12
075		11		7
076		7		8
077		14		7
078		9		3
079		5		6
080		7		9
081		8		6
082		8		3
083		4		5
084		10		4
085		8		9
086		1		9
087		6		9
088		13		5
089		10		5
090		7		8
091		10		7
092		8		10
093		7		10
094		7		8
095		8		9
096		8		3
097		7		6
098		9		13
099		6		10
100		5		8
101		7		11
102		5		7
103		9		10
104		13		13
105		3		3
106		9		6
107		8		9
108		14		9
109		14		8
110		4		5
111		10		9
112		12		7
113		3		14
114		4		8
115		6		7
116		6		9
117		12		5
118		9		7
119		7		8
120		6		14
121		9		14
122		5		10
123		9		7
124		10		4
125		7		10
126		9		9
127		9		9
128		4		4
129		12		12
130		10		4
131		13		6
132		7		10
133		8		13
134		4		12
135		7		7
136		7		3
137		6		8
138		9		6
139		11		11
140		10		5
141		3		5
142		12		10
143		14		5
144		4		7
145		6		8
146		12		9
147		7		7
148		9		4
149		7		7
150		5		5
151		4		4
152		11		7
153		12		6
154		8		8
155		11		3
156		7		6
157		5		12
158		7		6
159		6		7
160		3		6
161		8		6
162		5		6
163		5		8
164		7		8
165		6		12
166		6		8
167		12		6
168		9		13
169		10		3
170		10		3
171		6		6
172		10		4
173		6		7
174		5		7
175		15		3
176		6		3
177		11		9
178		10		7
179		5		5
180		8		12
181		3		7
182		6		12
183		7		6
184		7		8
185		7		4
186		9		6
187		8		7
188		15		11
189		11		8
190		8		11
191		10		10
192		6		7
193		6		6
194		8		11
195		12		12
196		3		9
197		9		11
198		12		8
199		7		11
200		8		9
201		9		10
202		7		7
203		3		7
204		4		10
205		8		6
206		12		9
207		8		8
208		6		10
209		8		3
210		8		7
211		6		5
212		7		12
213		5		14
214		12		7
215		6		6
216		8		10
217		12		6
218		6		15
219		6		11
220		8		5
221		6		15
222		4		8
223		3		10
224		13		8
225		3		9
226		4		8
227		7		12
228		8		7
229		4		3
230		11		6
231		8		6
232		12		12
233		6		6
234		5		6
235		13		5
236		7		5
237		10		13
238		5		9
239		9		7
240		3		4
241		6		8
242		7		8
243		3		6
244		6		12
245		7		8
246		11		4
247		10		3
248		6		7
249		5		10
250		9		6
251		7		10
252		6		5
253		10		9
254		8		8
255		8		8
