INDEX	Population for C-CURVE	Population for Z-CURVE
000		5		5
001		6		6
002		10		5
003		6		8
004		8		10
005		14		6
006		6		10
007		6		8
008		11		7
009		5		8
010		10		5
011		9		7
012		5		8
013		8		13
014		8		5
015		7		6
016		5		8
017		8		14
018		10		7
019		8		9
020		7		6
021		9		6
022		10		10
023		7		7
024		8		10
025		9		9
026		8		9
027		8		5
028		16		6
029		9		8
030		5		14
031		9		11
032		7		7
033		8		11
034		8		8
035		13		9
036		10		4
037		9		7
038		6		9
039		8		9
040		7		7
041		10		10
042		13		9
043		9		5
044		7		7
045		11		6
046		7		11
047		9		6
048		5		10
049		7		11
050		5		5
051		6		5
052		9		6
053		5		2
054		14		8
055		11		10
056		9		3
057		8		8
058		9		9
059		4		11
060		7		6
061		7		6
062		11		10
063		5		7
064		7		11
065		11		5
066		4		8
067		7		9
068		10		10
069		11		9
070		6		8
071		2		8
072		6		7
073		8		10
074		8		9
075		4		8
076		9		13
077		4		9
078		3		9
079		10		4
080		8		5
081		9		8
082		9		16
083		9		9
084		5		8
085		5		7
086		8		5
087		10		9
088		7		7
089		12		11
090		11		7
091		6		7
092		4		7
093		5		9
094		5		11
095		7		5
096		7		6
097		10		8
098		7		7
099		6		12
100		3		8
101		8		4
102		6		11
103		6		6
104		11		11
105		12		12
106		8		8
107		6		6
108		16		8
109		9		6
110		12		4
111		13		4
112		9		9
113		5		4
114		11		4
115		6		5
116		9		3
117		11		10
118		10		5
119		7		7
120		8		16
121		6		9
122		4		10
123		4		5
124		10		12
125		5		13
126		7		7
127		11		11
128		7		7
129		5		5
130		6		6
131		5		7
132		12		6
133		3		5
134		6		7
135		11		8
136		8		6
137		6		9
138		3		10
139		6		13
140		8		4
141		6		10
142		8		11
143		6		8
144		6		12
145		7		3
146		7		8
147		8		9
148		8		6
149		9		11
150		9		9
151		3		3
152		14		7
153		8		9
154		15		9
155		10		5
156		4		11
157		6		14
158		9		6
159		14		6
160		6		5
161		9		6
162		4		10
163		10		11
164		7		6
165		9		7
166		11		8
167		14		10
168		3		8
169		9		9
170		6		7
171		6		9
172		7		6
173		5		5
174		12		5
175		7		6
176		10		5
177		13		8
178		11		6
179		8		6
180		9		6
181		5		7
182		6		9
183		6		6
184		12		5
185		7		9
186		11		8
187		5		7
188		10		8
189		6		5
190		9		4
191		1		9
192		5		8
193		6		6
194		6		14
195		7		8
196		5		3
197		8		6
198		6		15
199		7		10
200		4		3
201		11		9
202		9		12
203		8		7
204		4		6
205		8		6
206		10		11
207		14		5
208		10		8
209		11		6
210		8		4
211		10		6
212		6		8
213		6		6
214		9		9
215		6		14
216		9		7
217		10		5
218		10		10
219		10		6
220		0		12
221		10		7
222		7		9
223		12		1
224		8		4
225		9		11
226		6		9
227		5		10
228		5		9
229		9		8
230		8		10
231		5		10
232		15		15
233		8		8
234		5		6
235		8		10
236		5		5
237		10		8
238		5		6
239		6		7
240		7		4
241		9		8
242		5		0
243		6		10
244		8		10
245		7		14
246		4		7
247		9		12
248		6		5
249		10		10
250		6		5
251		7		12
252		5		5
253		12		6
254		10		10
255		6		6
