2000 2 C-Index Z-Index
-124.853975 -68.327367 X
25.735807 48.678085 Y
-92.977886 30.046136 10010011 10000111
-102.511921 36.847299 01100111 00111101
-93.122615 36.606615 10000111 10010101
-121.321574 47.62897 00001111 01010101
-71.252878 38.880342 11111001 11101011
-79.984533 32.229868 11000100 10110000
-109.817845 31.360976 01000011 00100101
-91.830481 41.309338 10011010 11000110
-74.667637 48.393601 11101111 11111101
-103.430915 28.963086 01100010 00101100
-112.081192 34.077152 00110101 00011011
-83.398805 25.889441 10110000 10001010
-113.735314 35.404449 00110110 00011110
-101.770211 28.8904 01100010 00101100
-122.223371 36.05627 00000111 00010101
-95.871096 47.786914 10001111 11010101
-117.023763 33.021049 00100101 00011001
-110.123574 25.885173 01000000 00100000
-110.901695 46.837004 00111110 01011110
-78.214963 39.921948 11011001 11100011
-72.652906 43.77939 11101100 11111000
-90.515886 34.396314 10010110 10010110
-76.681616 47.462808 11011111 11110111
-71.904721 25.962542 11100000 10101000
-93.353985 42.171108 10001011 11000101
-83.600742 42.513303 10111011 11001111
-97.425785 34.871997 01110110 00111110
-98.204933 44.346251 01111100 01111010
-103.205786 30.193086 01100011 00101101
-97.175059 43.796453 01111100 01111010
-71.717174 45.770987 11111101 11111011
-101.999555 42.346123 01101011 01101101
-118.464534 38.148711 00011000 01000010
-73.28516 29.18332 11100010 10101100
-113.640657 46.219875 00111110 01011110
-117.511885 30.849262 00100011 00001101
-70.558183 35.813526 11110111 10111111
-106.316708 41.936642 01011011 01100111
-86.226937 48.389846 10101111 11011101
-106.203488 27.658061 01010001 00100011
-97.564743 28.129067 01110001 00101011
-92.600505 35.216857 10010110 10010110
-122.897271 45.73563 00001101 01010001
-124.672971 48.083661 00001111 01010101
-117.712739 29.240239 00100010 00001100
-83.07037 46.250901 10111110 11011110
-118.019485 29.743737 00010010 00000110
-82.595724 30.681613 10110011 10001111
-124.03931 45.517597 00001101 01010001
-86.944524 35.145323 10100110 10011100
-122.470058 30.566647 00000011 00000101
-120.728794 42.725637 00011011 01000111
-98.531669 44.252356 01111100 01111010
-105.26993 40.54385 01011010 01100110
-76.223725 27.685496 11010001 10100011
-105.712326 28.437541 01010001 00100011
-75.659028 35.838999 11010111 10110111
-117.635008 47.958422 00101111 01011101
-100.963991 26.849735 01100000 00101000
-89.610383 38.62387 10011000 11000010
-123.716359 26.520203 00000000 00000000
-74.723458 42.48279 11101011 11101101
-115.374568 33.909484 00100101 00011001
-83.124614 42.192206 10111011 11001111
-83.978961 38.466115 10111000 11001010
-78.884757 36.931622 11010111 10110111
-68.511748 27.300195 11110001 10101011
-103.304079 28.175936 01100001 00101001
-95.301452 36.14092 10000111 10010101
-72.152499 47.9037 11101111 11111101
-103.87656 29.52606 01010010 00100110
-104.781281 28.189751 01010001 00100011
-84.99794 27.557289 10110001 10001011
-118.471665 48.102041 00011111 01010111
-90.560105 26.988884 10010000 10000010
-87.558494 35.437319 10100110 10011100
-109.582977 34.413496 01000110 00110100
-85.644676 37.222718 10111000 11001010
-74.928166 27.344734 11100001 10101001
-111.420647 28.455642 00110001 00001011
-97.528958 44.705964 01111101 01111011
-88.681471 40.491008 10101010 11001100
-72.098705 44.696648 11101101 11111001
-118.11863 35.204629 00010110 00010110
-85.12616 28.052975 10110001 10001011
-92.264824 28.250428 10010001 10000011
-97.913139 34.097515 01110101 00111011
-84.555992 39.07683 10111001 11001011
-88.240272 44.098129 10101100 11011000
-75.470345 38.423531 11011000 11100010
-100.411398 45.948976 01101110 01111100
-122.365395 38.268188 00001000 01000000
-71.281653 40.452296 11111010 11101110
-99.949572 27.62435 01110001 00101011
-88.270435 35.342806 10100110 10011100
-78.627537 46.849643 11011110 11110110
-79.338205 48.225224 11001111 11110101
-77.730375 47.557573 11011111 11110111
-102.724648 34.137984 01100101 00111001
-111.04011 38.560977 00111000 01001010
-74.945417 28.524562 11100001 10101001
-82.253225 37.437733 11001000 11100000
-116.303193 42.620596 00101011 01001101
-80.950296 47.747626 11001111 11110101
-121.934937 46.433485 00001110 01010100
-120.5216 31.897171 00010100 00010010
-107.922855 30.583015 01000011 00100101
-69.626723 29.030633 11110010 10101110
-96.907521 30.196574 01110011 00101111
-120.554554 26.706975 00010000 00000010
-119.873137 41.435442 00011010 01000110
-123.727543 27.199636 00000001 00000001
-83.587563 39.105794 10111001 11001011
-91.027404 48.069265 10011111 11010111
-123.399584 37.65619 00001000 01000000
-96.38296 46.125358 10001110 11010100
-92.80613 29.390199 10010010 10000110
-92.005202 35.741158 10010110 10010110
-119.129297 28.947994 00010010 00000110
-96.070723 25.735807 10000000 10000000
-89.925421 38.77473 10011001 11000011
-100.007295 41.646695 01111011 01101111
-95.53224 38.900374 10001001 11000001
-114.688828 47.731926 00101111 01011101
-68.942315 41.784772 11111011 11101111
-95.110359 35.921387 10000111 10010101
-92.911878 37.378489 10011000 11000010
-104.786375 28.798607 01010010 00100110
-68.984366 28.9744 11110010 10101110
-119.815471 33.493423 00010101 00010011
-68.525376 26.897417 11110000 10101010
-114.595771 32.386704 00100100 00011000
-112.870161 34.536301 00110110 00011110
-73.941362 46.029595 11101110 11111100
-77.291826 44.868327 11011101 11110011
-124.386185 45.46969 00001101 01010001
-115.446055 48.176691 00101111 01011101
-69.651293 28.633647 11110010 10101110
-76.230332 32.416441 11010100 10110010
-109.747944 32.317076 01000100 00110000
-87.928192 33.936691 10100101 10011001
-87.56537 47.236803 10101110 11011100
-70.377712 25.850101 11110000 10101010
-96.37402 34.512075 10000110 10010100
-95.101514 43.572571 10001100 11010000
-89.588653 42.544702 10011011 11000111
-79.782122 42.231563 11001011 11100101
-113.672959 32.087233 00110100 00011010
-121.697823 45.674133 00001101 01010001
-110.182608 48.580494 01001111 01110101
-105.75479 31.186825 01010011 00100111
-95.547103 30.992963 10000011 10000101
-121.838879 41.061808 00001010 01000100
-108.194978 48.276209 01001111 01110101
-79.948408 43.302689 11001100 11110000
-85.697077 31.160386 10110011 10001111
-117.687301 38.309398 00101000 01001000
-101.071614 40.292643 01101010 01101100
-106.987244 33.288368 01010101 00110011
-110.300011 28.518254 01000001 00100001
-72.780117 35.018637 11100110 10111100
-114.950789 44.043813 00101100 01011000
-122.74434 46.252617 00001110 01010100
-122.182795 37.987509 00001000 01000000
-71.112759 39.588459 11111001 11101011
-107.114005 37.498034 01011000 01100010
-83.644159 35.191268 10110110 10011110
-101.746063 27.771005 01100001 00101001
-85.159871 40.828265 10111010 11001110
-100.783622 33.214601 01100101 00111001
-72.51359 38.699438 11101001 11101001
-79.260329 41.65386 11001011 11100101
-68.960779 33.422271 11110101 10111011
-89.921852 32.042124 10010100 10010010
-83.184555 29.499937 10110010 10001110
-86.740494 47.57799 10101111 11011101
-115.673054 46.837942 00101110 01011100
-87.448627 35.934811 10100111 10011101
-87.903074 31.482893 10100100 10011000
-119.624631 35.828038 00010111 00010111
-85.540205 40.230345 10111010 11001110
-117.620219 43.482699 00101100 01011000
-91.269948 42.011555 10011011 11000111
-88.937693 38.295788 10101000 11001000
-81.393546 44.553605 11001101 11110001
-86.350695 27.685431 10100001 10001001
-118.46532 44.975194 00011101 01010011
-96.096958 37.676371 10001000 11000000
-123.371456 34.022747 00000101 00010001
-75.619551 29.577634 11010010 10100110
-115.522049 41.174222 00101010 01001100
-70.858967 33.553688 11110101 10111011
-106.259406 46.006608 01011110 01110110
-96.247144 27.384741 10000001 10000001
-121.399457 26.234193 00000000 00000000
-85.204925 27.177353 10110001 10001011
-103.136421 44.461033 01101101 01111001
-74.118866 42.554577 11101011 11101101
-107.605681 28.598354 01000001 00100001
-115.593947 32.214802 00100100 00011000
-99.97649 25.928466 01110000 00101010
-121.922784 35.071849 00000110 00010100
-80.248282 38.060982 11001000 11100000
-68.378192 36.633574 11110111 10111111
-80.83657 39.845824 11001001 11100001
-112.387283 35.447913 00110110 00011110
-100.151459 34.343979 01100110 00111100
-93.831037 26.990358 10000000 10000000
-89.394923 30.734278 10100011 10001101
-68.581872 30.3049 11110011 10101111
-81.793562 33.082059 11000101 10110001
-83.535133 28.681235 10110010 10001110
-110.984163 42.639969 00111011 01001111
-92.666658 37.864996 10011000 11000010
-71.901398 45.069272 11101101 11111001
-75.318623 27.615538 11100001 10101001
-104.71947 35.905827 01010111 00110111
-88.335934 41.413399 10101010 11001100
-70.655426 47.789722 11111111 11111111
-118.130117 33.787769 00010101 00010011
-79.279735 39.018884 11001001 11100001
-73.814134 48.0401 11101111 11111101
-115.687675 36.693021 00100111 00011101
-69.566517 47.091788 11111110 11111110
-106.728469 34.968118 01010110 00110110
-73.257063 25.83754 11100000 10101000
-75.526345 26.292358 11010000 10100010
-75.958171 36.227663 11010111 10110111
-97.0732 30.688522 01110011 00101111
-74.665896 27.461876 11100001 10101001
-111.334477 36.287903 00110111 00011111
-100.194836 48.213965 01101111 01111101
-87.433593 45.018804 10101101 11011001
-88.249342 42.594776 10101011 11001101
-102.054775 28.310594 01100001 00101001
-79.265219 45.070832 11001101 11110001
-111.397819 31.655659 00110100 00011010
-81.324416 45.541281 11001101 11110001
-72.380278 28.810286 11100010 10101100
-75.020871 37.10959 11100111 10111101
-122.870402 41.10347 00001010 01000100
-70.315973 32.147259 11110100 10111010
-118.41688 42.656351 00011011 01000111
-108.389418 34.425204 01000110 00110100
-86.957903 48.085553 10101111 11011101
-106.038884 30.289573 01010011 00100111
-114.016017 35.371965 00110110 00011110
-88.399056 36.844702 10100111 10011101
-85.961151 44.209351 10111100 11011010
-106.38515 40.757346 01011010 01100110
-92.674909 34.391537 10010110 10010110
-117.762861 40.157861 00101010 01001100
-121.344175 39.183203 00001001 01000001
-74.600054 33.877206 11100101 10111001
-107.460349 29.349507 01000010 00100100
-80.216223 47.425873 11001111 11110101
-71.612255 42.094242 11111011 11101111
-97.361859 32.323996 01110100 00111010
-83.469821 32.658076 10110100 10011010
-111.588724 39.909445 00111001 01001011
-123.594965 46.543279 00001110 01010100
-97.403896 44.083981 01111100 01111010
-90.621575 28.522006 10010001 10000011
-82.344434 35.358302 11000110 10110100
-81.712976 48.120916 11001111 11110101
-92.269263 44.38958 10011101 11010011
-88.452215 25.972105 10100000 10001000
-101.149446 29.965438 01100010 00101100
-87.041109 41.974928 10101011 11001101
-80.423054 32.288965 11000100 10110000
-113.597411 41.018322 00111010 01001110
-118.450493 47.604144 00011111 01010111
-107.095901 34.740711 01010110 00110110
-71.847449 26.561472 11110000 10101010
-76.49002 34.757915 11010110 10110110
-77.946963 29.167475 11010010 10100110
-105.463092 37.293458 01011000 01100010
-108.521514 38.531347 01001000 01100000
-107.772566 30.983798 01000011 00100101
-110.683378 45.170979 01001101 01110001
-88.005573 35.311208 10100110 10011100
-97.581156 37.640235 01111000 01101010
-106.152702 47.516768 01011111 01110111
-122.72628 44.410603 00001101 01010001
-116.420947 40.541269 00101010 01001100
-76.261884 31.003762 11010011 10100111
-70.130448 29.677591 11110010 10101110
-76.012433 45.046144 11011101 11110011
-69.4536 47.523223 11111111 11111111
-86.613885 36.330321 10100111 10011101
-79.229381 41.096169 11001010 11100100
-77.098712 38.015026 11011000 11100010
-77.251821 46.0831 11011110 11110110
-83.538864 41.11775 10111010 11001110
-104.461601 41.068238 01011010 01100110
-88.456504 39.367583 10101001 11001001
-117.904763 43.60739 00011100 01010010
-100.220584 45.193544 01101101 01111001
-78.858033 35.618578 11010110 10110110
-114.689774 34.88673 00100110 00011100
-76.506101 45.026416 11011101 11110011
-99.487692 47.339034 01111111 01111111
-73.396808 39.919395 11101001 11101001
-91.881114 39.353854 10011001 11000011
-117.576724 30.700985 00100011 00001101
-95.003044 26.089738 10000000 10000000
-76.939647 48.488195 11011111 11110111
-82.061678 30.737815 11000011 10100101
