2000 2 C-Index Z-Index
-124.861735 -68.285066 X
25.719897 48.67964 Y
-111.606099 47.979545 00111111 01011111
-120.069542 40.332544 00011010 01000110
-113.509914 25.847789 00110000 00001010
-83.988856 36.253806 10110111 10011111
-113.639781 27.454009 00110001 00001011
-124.081775 32.132947 00000100 00010000
-94.765169 44.501178 10001101 11010001
-120.230508 46.640046 00011110 01010110
-122.970413 29.228296 00000010 00000100
-86.299272 27.707535 10100001 10001001
-69.85983 36.728713 11110111 10111111
-89.40075 44.363514 10101100 11011000
-122.552061 30.654443 00000011 00000101
-90.608321 33.978423 10010101 10010011
-69.209226 27.3631 11110001 10101011
-94.369631 36.297588 10000111 10010101
-119.12585 39.813231 00011001 01000011
-123.385663 37.061895 00000111 00010101
-84.59555 42.770189 10111011 11001111
-100.893474 29.344094 01100010 00101100
-72.934997 42.747469 11101011 11101101
-123.717315 44.774807 00001101 01010001
-92.216745 33.947015 10010101 10010011
-84.113173 47.742174 10111111 11011111
-113.103159 33.571764 00110101 00011011
-72.781613 39.166947 11101001 11101001
-80.227943 40.415147 11001010 11100100
-92.140188 43.520302 10011100 11010010
-74.159902 39.69837 11101001 11101001
-120.211491 29.688124 00010010 00000110
-87.475464 40.297123 10101010 11001100
-83.905023 34.458171 10110110 10011110
-105.883118 32.547091 01010100 00110010
-88.561493 42.112577 10101011 11001101
-103.537167 47.504316 01101111 01111101
-78.015228 38.195464 11011000 11100010
-102.440779 35.140815 01100110 00111100
-94.880739 40.417366 10001010 11000100
-73.666012 37.139995 11100111 10111101
-100.91076 30.300363 01100011 00101101
-79.626925 39.914608 11001001 11100001
-85.437066 44.971743 10111101 11011011
-120.409387 41.150606 00011010 01000110
-98.639367 32.998188 01110101 00111011
-100.351504 36.699435 01100111 00111101
-115.340385 46.956467 00101110 01011100
-96.952429 42.033316 01111011 01101111
-113.152332 45.216639 00111101 01011011
-95.97567 41.338206 10001010 11000100
-107.30152 45.943459 01001110 01110100
-83.714926 43.287344 10111100 11011010
-111.752616 48.10887 00111111 01011111
-106.131305 25.822946 01010000 00100010
-101.366128 36.359251 01100111 00111101
-90.620405 39.934265 10011001 11000011
-123.343162 40.461276 00001010 01000100
