2000 2 C-Index Z-Index
-124.856329 -68.276771 X
25.726673 48.676488 Y
-104.157203 36.854235 01010111 00110111
-69.424433 37.909905 11111000 11101010
-118.83452 36.571771 00010111 00010111
-122.720697 47.385242 00001111 01010101
-124.270923 31.851302 00000100 00010000
-90.913944 43.065537 10011100 11010010
-72.43998 30.227759 11100011 10101101
-69.053623 28.840167 11110010 10101110
-89.760343 39.540356 10011001 11000011
-90.141167 42.280182 10011011 11000111
-69.326314 41.208266 11111010 11101110
-105.149467 41.19837 01011010 01100110
-117.92705 46.151165 00011110 01010110
-123.418639 26.868713 00000000 00000000
-103.447363 44.07947 01101100 01111000
-105.841775 44.729814 01011101 01110011
-111.806662 30.908542 00110011 00001111
-70.809067 42.6876 11111011 11101111
-86.54376 34.768133 10100110 10011100
-93.399896 42.264122 10001011 11000101
-71.12511 45.751547 11111101 11111011
-85.799101 40.142745 10111010 11001110
-78.651506 43.115157 11011100 11110010
-124.268752 35.86323 00000111 00010101
-84.47048 42.563151 10111011 11001111
-69.894266 43.968832 11111100 11111010
-100.321398 29.026072 01100010 00101100
-91.50329 35.515658 10010110 10010110
-118.487843 31.001876 00010011 00000111
-90.190693 34.739655 10010110 10010110
-105.510487 28.803727 01010010 00100110
-114.425963 30.818936 00100011 00001101
-83.319522 29.506449 10110010 10001110
-74.956138 26.818051 11100000 10101000
-94.458209 33.537273 10000101 10010001
-95.920895 30.993394 10000011 10000101
-95.429405 30.102344 10000011 10000101
-74.619656 37.31791 11101000 11101000
-98.184908 40.832577 01111010 01101110
-85.383543 25.735043 10110000 10001010
-115.151301 31.841319 00100100 00011000
-90.780573 45.71241 10011101 11010011
-96.944299 33.145284 01110101 00111011
-85.112065 30.081469 10110011 10001111
-93.325703 26.882322 10000000 10000000
-122.904976 36.028369 00000111 00010101
-108.239874 34.040514 01000101 00110001
-86.413969 33.181752 10100101 10011001
-80.173465 37.877773 11001000 11100000
-95.823667 45.794688 10001101 11010001
-73.291901 40.191152 11101010 11101100
-98.88874 28.904871 01110010 00101110
-89.976643 32.573694 10010100 10010010
-69.085253 47.771175 11111111 11111111
-104.666154 37.910527 01011000 01100010
-100.3399 33.286091 01100101 00111001
-122.634017 44.758098 00001101 01010001
-82.527581 36.241711 10110111 10011111
-113.634881 41.336579 00111010 01001110
-110.19156 31.699169 01000100 00110000
-89.564465 42.529861 10011011 11000111
-123.024434 41.651193 00001011 01000101
-96.198908 30.903361 10000011 10000101
-70.554472 32.499907 11110100 10111010
-80.289419 37.451919 11001000 11100000
-99.926758 45.939018 01111110 01111110
-101.536974 32.188868 01100100 00111000
-113.557361 29.736697 00110010 00001110
-98.007885 38.057676 01111000 01101010
-107.989894 43.183859 01001100 01110000
